88,2
89,10
90,8
91,7
92,9
93,7
95,8
96,4
97,6
99,3
100,5
101,5
102,3
103,2
104,9
105,2
106,8
107,8
108,-1
109,3
110,5
111,8
112,10
113,4
114,4
115,10
117,7
118,9
119,9
120,6
121,5
122,4
123,8
124,5
125,5
126,6
127,5
128,-1
129,2
131,9
132,5
133,5
134,2
135,8
136,6
137,2
138,9
139,3
140,10
141,9
142,10
143,4
144,1
145,2
146,5
147,3
148,8
149,10
150,1
151,2
152,7
153,10
154,4
155,6
156,10
157,1
158,1
159,9
160,2
161,4
162,8
163,6
164,7
165,2
166,10
167,2
168,8
169,10
170,8
171,2
172,4
173,10
174,3
175,1
176,4
177,9
178,10
179,5
181,7
