359,10
360,1
361,7
362,6
363,10
364,6
365,10
366,5
367,8
368,7
369,7
370,4
371,6
372,2
373,6
375,3
376,3
377,10
378,9
379,5
380,8
381,7
383,10
384,4
385,1
386,8
387,2
388,9
389,6
390,8
391,5
392,6
393,1
394,4
396,1
397,7
398,1
399,2
400,5
401,10
402,7
403,1
404,1
405,9
406,7
407,4
408,3
409,2
410,2
412,9
413,1
414,6
415,2
416,8
417,10
418,8
419,10
420,6
421,8
422,6
423,10
424,3
425,6
426,4
427,1
428,7
429,9
430,8
431,4
432,6
433,6
434,6
435,7
436,9
437,10
438,1
439,6
440,7
441,6
442,8
443,7
444,3
445,7
