359,6
360,9
361,9
362,7
363,1
364,6
365,3
366,8
367,5
368,8
369,4
371,5
372,10
373,3
374,9
375,5
376,10
377,10
378,9
379,6
380,5
381,4
382,5
383,5
384,1
385,6
386,10
387,6
388,7
389,8
390,7
392,2
393,2
394,6
395,9
396,2
397,9
398,3
399,6
400,5
401,5
402,2
403,6
404,6
405,3
406,10
407,5
408,1
409,2
410,3
411,2
412,2
413,1
414,4
415,9
416,2
417,2
418,6
419,8
420,3
421,7
422,5
423,9
424,-1
425,2
426,5
427,2
428,2
429,2
430,5
431,7
432,5
433,4
434,7
435,3
436,1
437,8
438,2
439,5
440,3
441,7
442,2
443,9
444,1
445,6
