183,7
184,8
185,6
187,1
188,8
189,10
190,3
191,9
192,10
193,7
194,9
195,9
196,10
197,8
198,7
199,5
200,10
201,8
202,4
203,3
204,6
205,1
206,9
207,4
208,7
209,3
210,8
211,1
212,2
213,1
214,7
215,10
216,10
217,2
218,6
219,5
220,2
221,5
222,7
223,1
224,8
225,6
226,8
227,9
228,3
229,2
230,5
231,10
232,1
233,2
234,10
235,6
237,1
238,8
239,4
240,10
241,9
242,6
243,6
244,2
245,6
246,10
247,1
248,3
249,4
252,9
253,10
254,8
255,4
256,-1
257,9
260,1
261,10
262,-1
263,9
264,7
265,1
266,7
267,1
268,9
269,7
270,8
271,3
272,-1
273,9
274,9
275,5
276,9
277,5
278,3
