182,10
183,1
184,5
185,5
186,7
187,9
188,6
189,3
191,5
192,3
193,4
194,6
195,1
196,5
197,5
199,2
200,5
201,1
202,5
203,7
204,1
205,1
206,4
207,10
208,9
210,1
211,5
212,7
213,2
216,3
217,7
218,9
219,3
220,5
221,9
222,2
223,4
224,7
225,7
226,3
227,8
228,8
229,10
230,10
231,7
232,10
233,2
234,10
235,1
236,5
237,9
238,9
239,6
240,3
241,4
242,4
244,4
245,2
246,9
247,1
248,2
249,3
250,4
253,3
254,8
255,5
256,1
257,6
258,7
259,7
260,9
261,10
262,4
263,4
264,9
265,1
266,10
267,7
268,4
269,1
270,7
271,3
272,9
273,9
274,9
275,10
276,5
277,10
278,1
