88,10
89,9
90,9
91,1
92,10
93,1
94,9
95,3
96,-1
97,2
99,10
100,7
102,8
103,1
104,1
105,4
106,6
107,6
108,3
109,1
110,6
111,6
112,3
113,3
114,4
115,7
116,5
117,5
118,9
119,7
120,1
121,1
122,7
123,7
124,7
125,9
126,7
127,3
128,10
129,2
130,4
131,6
133,4
134,5
135,3
136,7
137,7
138,9
139,5
140,8
141,1
142,3
144,5
145,9
146,5
147,2
148,4
149,7
150,3
151,10
152,1
153,4
154,3
155,10
156,1
157,9
158,4
159,10
160,2
161,7
162,7
163,7
164,5
165,10
166,7
167,7
168,5
169,4
170,2
171,1
173,1
174,8
176,3
177,6
178,1
179,1
180,10
181,4
