88,2
89,9
90,4
91,3
93,10
94,9
95,3
96,-1
97,7
98,7
99,8
100,10
101,6
102,2
103,1
104,4
105,1
106,7
107,9
108,6
109,6
110,3
111,8
112,3
113,7
114,2
116,1
117,5
118,1
119,10
120,10
121,4
122,1
123,10
124,8
125,8
126,2
127,7
128,10
129,10
130,7
131,3
132,1
134,5
135,2
136,9
137,4
139,4
140,4
141,1
142,10
143,7
144,7
145,1
146,4
147,5
148,2
149,7
150,8
151,2
152,5
153,6
154,-1
156,5
158,5
159,4
160,2
161,4
162,7
163,5
164,7
165,3
166,6
167,2
168,4
169,4
170,9
171,9
172,4
174,3
175,2
176,7
177,4
178,1
179,2
181,1
