359,6
360,5
361,5
362,5
363,1
365,5
366,1
367,9
368,9
369,3
370,2
371,10
372,-1
373,9
374,7
375,4
376,8
377,10
378,7
379,10
380,6
381,4
382,1
383,2
384,7
385,5
386,8
387,5
388,9
389,10
390,5
392,6
393,3
394,2
395,5
396,5
397,4
398,5
399,9
400,5
401,5
402,4
403,1
404,8
405,1
406,5
407,10
408,8
409,8
410,3
411,5
412,10
413,4
414,10
415,2
416,3
417,4
418,9
419,4
420,2
421,10
422,7
423,3
425,1
426,8
427,3
428,1
429,6
430,1
431,3
432,10
433,9
434,5
435,5
436,4
437,2
438,5
439,4
440,1
442,1
443,2
444,8
445,4
