182,-1
183,6
184,3
185,10
186,4
187,7
188,3
189,9
190,5
191,2
192,10
193,4
194,1
195,1
196,10
198,10
199,3
200,8
201,3
202,4
203,2
204,2
205,9
206,8
207,10
208,5
209,8
210,7
211,5
212,9
213,9
214,2
215,6
216,7
217,5
218,7
219,2
220,5
221,4
222,5
223,3
224,5
225,2
226,6
227,4
228,5
229,2
230,9
232,8
233,4
234,6
235,3
236,10
237,2
238,3
239,8
240,5
241,8
242,3
243,5
244,10
245,7
246,4
247,6
248,7
249,10
250,4
251,6
252,10
253,7
254,7
255,2
256,10
257,7
258,2
259,-1
260,6
261,7
262,7
263,8
264,5
265,8
266,3
267,10
268,8
269,-1
270,3
271,7
273,5
274,2
275,8
276,-1
