182,10
184,2
186,8
189,8
190,2
191,9
192,9
193,3
194,5
196,3
197,1
198,10
199,6
200,9
201,8
202,8
204,1
205,1
206,7
207,5
208,4
209,9
210,3
211,9
212,9
213,10
214,7
215,4
216,1
217,9
218,5
219,1
220,9
221,-1
222,-1
223,10
224,8
225,4
226,2
227,1
228,4
229,6
230,8
233,6
234,2
235,-1
236,4
237,7
238,7
239,3
240,8
241,6
242,6
243,5
244,4
245,3
246,10
247,6
248,7
249,10
250,8
251,6
252,10
254,7
255,2
256,2
257,3
258,2
259,10
260,2
261,6
262,9
263,3
264,3
265,2
266,9
267,1
268,8
269,8
270,1
271,10
272,8
273,10
274,4
275,3
276,10
277,3
278,8
