182,8
183,9
184,4
185,8
186,6
187,7
188,6
189,2
190,9
191,6
193,2
194,5
195,9
196,6
198,8
199,5
200,4
201,6
202,6
203,7
204,2
205,8
206,9
208,10
209,5
211,7
212,10
213,4
214,9
215,4
216,6
217,5
218,7
219,10
220,4
221,8
222,2
225,7
226,5
227,4
228,10
229,2
230,4
232,2
234,9
235,6
237,2
239,2
240,7
241,9
243,4
244,-1
245,-1
246,5
247,8
248,4
249,1
250,-1
251,3
252,5
253,7
254,6
255,10
256,2
257,4
258,1
259,8
260,5
261,7
262,3
264,2
265,1
267,5
268,2
269,5
270,3
271,9
272,8
273,8
274,9
275,7
276,6
277,7
278,7
