88,7
89,3
90,7
91,2
92,-1
93,9
94,6
95,-1
96,2
97,1
98,1
99,10
100,7
101,2
102,3
103,6
104,4
105,4
106,6
107,8
108,2
109,10
110,7
112,6
113,8
115,3
116,4
117,5
118,3
119,4
120,9
121,-1
122,7
123,7
124,3
125,6
126,7
127,9
128,2
129,6
130,7
131,5
132,9
133,1
134,8
135,6
136,8
137,5
138,5
139,7
140,4
141,5
142,9
143,3
144,9
145,2
146,8
147,2
148,2
149,4
150,7
151,4
152,8
153,4
155,9
156,1
157,9
158,3
159,4
160,8
161,7
162,5
164,8
165,3
167,3
168,6
169,-1
171,4
172,9
173,8
174,6
175,5
177,4
178,4
180,4
181,1
