88,8
89,10
90,7
91,2
92,7
93,9
94,3
96,9
98,9
99,2
100,1
101,3
102,6
103,2
106,1
107,6
108,8
109,6
110,4
112,7
113,2
114,6
115,7
116,9
117,10
118,4
119,4
120,3
121,5
122,9
123,1
124,-1
125,10
126,2
127,8
128,8
129,8
130,2
131,1
132,-1
133,2
134,5
135,9
136,1
137,10
139,5
140,8
141,6
142,4
143,8
144,7
145,4
146,1
147,4
148,6
149,6
150,1
151,8
152,-1
153,5
154,7
155,6
156,7
157,8
158,2
159,10
160,3
161,2
162,7
163,9
164,5
165,10
166,8
167,2
168,3
170,6
171,3
172,1
173,4
174,8
175,7
176,9
177,5
178,1
179,9
180,4
181,5
