182,10
183,7
184,8
185,1
186,4
187,2
188,4
189,8
190,7
191,2
192,9
193,4
195,3
196,10
198,5
199,10
200,5
201,7
203,3
204,4
205,9
206,5
207,6
208,6
209,6
211,4
212,4
213,9
214,1
217,5
218,1
219,5
220,1
221,6
222,8
223,8
225,9
226,5
227,9
228,7
229,3
230,1
231,5
232,7
233,-1
234,3
235,1
236,9
237,7
238,4
239,9
240,2
241,9
242,1
243,10
244,4
245,5
246,3
247,7
248,4
249,7
250,4
251,8
252,8
253,4
254,1
255,3
256,7
257,5
258,10
260,1
261,9
262,4
264,8
265,3
266,1
267,9
268,5
269,10
270,1
271,2
272,3
273,8
274,2
275,6
276,1
277,10
278,8
